Index, u_t(us), y_t(us), u(rad), Theta(rad), Omega(rad/s), Thetad(rad/s)
5061, 32100749, 32101279, 0.03653566, -0.02727509, 3.69841003, 3.77949572
5062, 32101749, 32102277, 0.03979876, -0.02346039, 3.69841003, 3.64588141
5063, 32102749, 32103275, 0.04300085, -0.01964569, 3.69841003, 3.71102238
5064, 32103749, 32104275, 0.04613892, -0.01621246, 3.69841003, 3.75102735
5065, 32104749, 32105279, 0.04920911, -0.01239777, 3.66666412, 3.62839818
5066, 32105749, 32106277, 0.05220843, -0.00858307, 3.66666412, 3.70028543
5067, 32106749, 32107278, 0.05513246, -0.00476837, 3.69841003, 3.74443340
5068, 32107749, 32108280, 0.05797671, -0.00133514, 3.69841003, 3.77154589
5069, 32108749, 32109280, 0.06073907, 0.00209808, 3.66666412, 3.64099932
5070, 32109749, 32110280, 0.06341457, 0.00591278, 3.66666412, 3.56082654
5071, 32110749, 32111276, 0.06599834, 0.00934601, 3.63491821, 3.65878749
5072, 32111749, 32112282, 0.06848694, 0.01277924, 3.63491821, 3.57175064
5073, 32112749, 32113277, 0.07087591, 0.01621246, 3.63491821, 3.51829886
5074, 32113749, 32114277, 0.07316124, 0.02002716, 3.57142639, 3.48547244
5075, 32114749, 32115279, 0.07534055, 0.02346039, 3.53968048, 3.61251020
5076, 32115749, 32116275, 0.07740945, 0.02689362, 3.50793457, 3.54333067
5077, 32116749, 32117275, 0.07936478, 0.02994537, 3.50793457, 3.50084543
5078, 32117749, 32118276, 0.08120360, 0.03337955, 3.44444275, 3.32755637
5079, 32118749, 32119276, 0.08292276, 0.03681278, 3.41269684, 3.36869979
5080, 32119749, 32120276, 0.08451781, 0.03986454, 3.34920502, 3.39359903
5081, 32120749, 32121272, 0.08598662, 0.04329777, 3.34920502, 3.26169300
5082, 32121749, 32122278, 0.08732793, 0.04634953, 3.31745911, 3.32788301
5083, 32122749, 32123273, 0.08853888, 0.04978275, 3.25396729, 3.22133470
5084, 32123749, 32124271, 0.08961616, 0.05245304, 3.22222137, 3.30309772
5085, 32124749, 32125273, 0.09055704, 0.05550480, 3.19047546, 3.05891585
5086, 32125749, 32126273, 0.09136069, 0.05855656, 3.12698364, 3.05615377
5087, 32126749, 32127273, 0.09202638, 0.06122684, 3.09523773, 3.05445766
5088, 32127749, 32128279, 0.09255381, 0.06351566, 3.00000000, 2.90621829
5089, 32128749, 32129275, 0.09294233, 0.06580448, 2.90476227, 2.66798258
5090, 32129749, 32130276, 0.09319168, 0.06847477, 2.80952454, 2.52167463
5091, 32130749, 32131278, 0.09330434, 0.07038212, 2.71428680, 2.57902002
5092, 32131749, 32132276, 0.09328145, 0.07267094, 2.58730316, 2.31984234
5093, 32132749, 32133274, 0.09312423, 0.07495975, 2.46031952, 2.30787110
5094, 32133749, 32134280, 0.09283440, 0.07686710, 2.39682770, 2.30051923
5095, 32134749, 32135275, 0.09241328, 0.07877445, 2.26984406, 2.14880657
5096, 32135749, 32136275, 0.09186406, 0.08030033, 2.17460632, 2.05563521
5097, 32136749, 32137279, 0.09118983, 0.08182621, 2.01587677, 1.85121846
5098, 32137749, 32138281, 0.09039313, 0.08297062, 1.92063141, 1.72567987
5099, 32138749, 32139281, 0.08947812, 0.08373356, 1.76190186, 1.50138521
5100, 32139749, 32140277, 0.08844850, 0.08487797, 1.60317230, 1.21644151
5101, 32140749, 32141283, 0.08730849, 0.08564091, 1.47618866, 1.18864644
5102, 32141749, 32142276, 0.08606266, 0.08640385, 1.28571320, 1.02437913
5103, 32142749, 32143278, 0.08471684, 0.08640385, 1.09523773, 0.92349756
5104, 32143749, 32144284, 0.08327568, 0.08678532, 0.93650818, 0.56714797
5105, 32144749, 32145286, 0.08174389, 0.08678532, 0.77777863, 0.49550039
5106, 32145749, 32146276, 0.08012843, 0.08678532, 0.58730316, 0.30430189
5107, 32146749, 32147277, 0.07843576, 0.08678532, 0.46031952, 0.18688105
