Index, u_t(us), y_t(us), u(rad), Theta(rad), Omega(rad/s), Thetad(rad/s)
875, 27914749, 27915276, 0.13374482, 0.19283581, -2.93650818, -2.89590621
876, 27915749, 27916280, 0.12995256, 0.18978405, -2.93650818, -2.95604444
877, 27916749, 27917278, 0.12613034, 0.18635082, -3.00000000, -2.99297714
878, 27917749, 27918278, 0.12227920, 0.18329906, -3.09523773, -3.16285658
879, 27918749, 27919265, 0.11839896, 0.17986584, -3.09523773, -3.11998701
880, 27919749, 27920279, 0.11449192, 0.17681408, -3.12698364, -3.24085712
881, 27920749, 27921279, 0.11055891, 0.17338085, -3.15872955, -3.16788960
882, 27921749, 27922275, 0.10660004, 0.16994762, -3.03174591, -3.27027559
883, 27922749, 27923273, 0.10261527, 0.16689587, -3.28571320, -3.33315396
884, 27923749, 27924280, 0.09860600, 0.16346264, -3.28571320, -3.22457170
885, 27924749, 27925278, 0.09457280, 0.15964794, -3.28571320, -3.30508566
886, 27925749, 27926274, 0.09051628, 0.15621376, -3.25396729, -3.50172925
887, 27926749, 27927276, 0.08643793, 0.15278053, -3.38095093, -3.47566462
888, 27927749, 27928274, 0.08233894, 0.14896584, -3.44444275, -3.45928955
889, 27928749, 27929278, 0.07821999, 0.14553261, -3.44444275, -3.59643054
890, 27929749, 27930275, 0.07408285, 0.14171791, -3.50793839, -3.53345537
891, 27930749, 27931277, 0.06992846, 0.13790321, -3.47618866, -3.64197803
892, 27931749, 27932273, 0.06575797, 0.13485146, -3.57143021, -3.70862508
893, 27932749, 27933275, 0.06157150, 0.13103676, -3.63492203, -3.45515990
894, 27933749, 27934273, 0.05736997, 0.12722206, -3.66666794, -3.59389448
895, 27934749, 27935276, 0.05315486, 0.12340736, -3.66666794, -3.67909551
896, 27935749, 27936274, 0.04892768, 0.11959267, -3.66666794, -3.73142004
897, 27936749, 27937276, 0.04468973, 0.11577797, -3.73015976, -3.76355410
898, 27937749, 27938280, 0.04044021, 0.11196327, -3.76190567, -3.78328848
899, 27938749, 27939280, 0.03617924, 0.10814857, -3.76190567, -3.79540801
900, 27939749, 27940272, 0.03190844, 0.10395241, -3.79365158, -3.80285120
901, 27940749, 27941277, 0.02762809, 0.10013771, -3.82539749, -3.95461965
902, 27941749, 27942275, 0.02333899, 0.09632301, -3.82539749, -3.90062785
903, 27942749, 27943275, 0.01904218, 0.09250736, -3.85714340, -3.86746979
904, 27943749, 27944273, 0.01473842, 0.08869267, -3.85714340, -3.84747458
905, 27944749, 27945273, 0.01042906, 0.08449650, -3.92063522, -3.83482671
906, 27945749, 27946276, 0.00611403, 0.08030033, -3.92063522, -3.97425699
907, 27946749, 27947284, 0.00179338, 0.07648563, -3.95238113, -4.05988503
908, 27947749, 27948282, -0.00253241, 0.07228947, -4.01587296, -3.96527433
909, 27948749, 27949274, -0.00686258, 0.06847477, -4.01587296, -4.05436850
910, 27949749, 27950282, -0.01119624, 0.06427860, -4.01587296, -3.96188664
911, 27950749, 27951274, -0.01553301, 0.06008244, -4.01587296, -4.05228853
912, 27951749, 27952277, -0.01987190, 0.05588627, -4.04761887, -4.10780668
913, 27952749, 27953277, -0.02421198, 0.05207157, -4.07936478, -4.14190197
914, 27953749, 27954281, -0.02855361, 0.04749393, -4.07936478, -4.01564360
915, 27954749, 27955275, -0.03289533, 0.04329777, -4.14285660, -4.23249960
916, 27955749, 27956279, -0.03723573, 0.03872013, -4.17460251, -4.21848011
917, 27956749, 27957275, -0.04157430, 0.03452396, -4.20634842, -4.35706758
918, 27957749, 27958282, -0.04591024, 0.03032684, -4.23809433, -4.29498100
919, 27958749, 27959274, -0.05024290, 0.02574921, -4.30158615, -4.25721979
920, 27959749, 27960274, -0.05457139, 0.02155304, -4.33333206, -4.38085890
921, 27960749, 27961274, -0.05889445, 0.01735687, -4.30158615, -4.30959177
922, 27961749, 27962274, -0.06320956, 0.01277924, -4.33333206, -4.26582432
923, 27962749, 27963277, -0.06751577, 0.00896454, -4.30158615, -4.38614321
924, 27963749, 27964275, -0.07181387, 0.00476837, -4.30158615, -4.16563940
925, 27964749, 27965275, -0.07610296, 0.00019073, -4.30158615, -4.17741919
926, 27965749, 27966283, -0.08038137, -0.00400543, -4.26984024, -4.33185101
927, 27966749, 27967283, -0.08464867, -0.00820160, -4.26984024, -4.27949476
928, 27967749, 27968276, -0.08890446, -0.01201630, -4.26984024, -4.24734116
929, 27968749, 27969274, -0.09314834, -0.01659393, -4.23809433, -4.08039713
930, 27969749, 27970276, -0.09737995, -0.02079010, -4.23809433, -4.27226686
931, 27970749, 27971276, -0.10159916, -0.02498627, -4.23809433, -4.24290228
932, 27971749, 27972282, -0.10580583, -0.02956390, -4.23809433, -4.22486830
933, 27972749, 27973272, -0.10999885, -0.03376102, -4.26984024, -4.36099100
934, 27973749, 27974273, -0.11417667, -0.03833866, -4.30158615, -4.29775858
935, 27974749, 27975275, -0.11833780, -0.04253483, -4.30158615, -4.40575504
936, 27975749, 27976273, -0.12248143, -0.04673100, -4.30158615, -4.32488155
937, 27976749, 27977281, -0.12660703, -0.05130863, -4.30158615, -4.27521467
938, 27977749, 27978283, -0.13071254, -0.05512333, -4.30158615, -4.39191008
939, 27978749, 27979272, -0.13479602, -0.05931950, -4.30158615, -4.16918135
940, 27979749, 27980284, -0.13885827, -0.06351566, -4.26984024, -4.17959404
941, 27980749, 27981280, -0.14289775, -0.06771183, -4.23809433, -4.18598890
942, 27981749, 27982282, -0.14691454, -0.07190800, -4.23809433, -4.18991613
943, 27982749, 27983278, -0.15090619, -0.07610416, -4.20634842, -4.19232798
944, 27983749, 27984278, -0.15487003, -0.07991886, -4.17460251, -4.19380903
945, 27984749, 27985271, -0.15880536, -0.08373356, -4.17460251, -4.04752111
946, 27985749, 27986271, -0.16271102, -0.08831120, -4.14285660, -3.95768142
947, 27986749, 27987281, -0.16658771, -0.09250736, -4.14285660, -4.19690323
948, 27987749, 27988281, -0.17043442, -0.09670448, -4.17460251, -4.19661903
949, 27988749, 27989285, -0.17425048, -0.10090065, -4.17460251, -4.19681263
950, 27989749, 27990280, -0.17803505, -0.10471535, -4.14285660, -4.19656324
951, 27990749, 27991278, -0.18178675, -0.10891151, -4.14285660, -4.04921246
952, 27991749, 27992278, -0.18550408, -0.11310768, -4.14285660, -4.10591745
953, 27992749, 27993280, -0.18918513, -0.11730385, -4.14285660, -4.14074183
954, 27993749, 27994280, -0.19282866, -0.12073708, -4.14285660, -4.16212845
955, 27994749, 27995281, -0.19643390, -0.12493324, -4.07936478, -3.88086796
956, 27995749, 27996283, -0.20000081, -0.12912941, -4.04761887, -4.00253201
957, 27996749, 27997281, -0.20352741, -0.13256264, -4.01587296, -4.07725000
958, 27997749, 27998281, -0.20701417, -0.13637733, -3.98412704, -3.82874155
959, 27998749, 27999277, -0.21045953, -0.14057350, -3.98412704, -3.82332206
960, 27999749, 28000277, -0.21386282, -0.14438820, -3.95238113, -3.96719170
961, 28000749, 28001276, -0.21722423, -0.14820290, -3.92063522, -3.90834856
962, 28001749, 28002280, -0.22054200, -0.15201759, -3.92063522, -3.87221122
963, 28002749, 28003276, -0.22381452, -0.15621376, -3.92063522, -3.85001826
964, 28003749, 28004276, -0.22704142, -0.16002941, -3.92063522, -3.98358655
965, 28004749, 28005276, -0.23022342, -0.16384411, -3.92063522, -3.91878510
966, 28005749, 28006274, -0.23335911, -0.16765881, -3.92063522, -3.87862062
967, 28006749, 28007277, -0.23644757, -0.17109203, -3.88888931, -3.85395432
968, 28007749, 28008275, -0.23949012, -0.17490673, -3.85714340, -3.69160891
969, 28008749, 28009273, -0.24248439, -0.17833996, -3.82539749, -3.73910475
970, 28009749, 28010275, -0.24542826, -0.18215466, -3.76190567, -3.62107611
971, 28010749, 28011275, -0.24832100, -0.18558788, -3.73015976, -3.69578862
972, 28011749, 28012278, -0.25116128, -0.18902111, -3.66666794, -3.59447432
973, 28012749, 28013274, -0.25394833, -0.19245434, -3.63492203, -3.53225422
974, 28013749, 28014276, -0.25668073, -0.19588757, -3.60317612, -3.49404287
975, 28014749, 28015278, -0.25935832, -0.19970226, -3.57143021, -3.47057629
976, 28015749, 28016276, -0.26198027, -0.20313549, -3.57143021, -3.60336208
977, 28016749, 28017273, -0.26454705, -0.20656872, -3.53968430, -3.53771257
978, 28017749, 28018271, -0.26705831, -0.21000195, -3.53968430, -3.49739504
979, 28018749, 28019273, -0.26951224, -0.21305370, -3.50793839, -3.47263479
980, 28019749, 28020273, -0.27190781, -0.21648693, -3.44444275, -3.31023121
981, 28020749, 28021273, -0.27424338, -0.21953964, -3.38095093, -3.35769176
982, 28021749, 28022273, -0.27651802, -0.22220993, -3.34920502, -3.24000907
983, 28022749, 28023272, -0.27873033, -0.22526169, -3.28571320, -3.02017093
984, 28023749, 28024272, -0.28088132, -0.22831345, -3.22222137, -3.03235936
985, 28024749, 28025270, -0.28297061, -0.23098373, -3.12698364, -3.03984451
986, 28025749, 28026272, -0.28499654, -0.23403549, -3.06349182, -2.89724398
987, 28026749, 28027274, -0.28695884, -0.23670578, -3.03174591, -2.95686626
988, 28027749, 28028272, -0.28885758, -0.23937607, -3.00000000, -2.84628463
989, 28028749, 28029271, -0.29069233, -0.24204636, -2.90476227, -2.77837276
990, 28029749, 28030275, -0.29246232, -0.24509811, -2.84127045, -2.73666620
991, 28030749, 28031271, -0.29416785, -0.24738693, -2.84127045, -2.85825062
992, 28031749, 28032275, -0.29580995, -0.25005722, -2.77777863, -2.63852406
993, 28032749, 28033267, -0.29738840, -0.25272751, -2.71428680, -2.65078092
994, 28033749, 28034267, -0.29890391, -0.25501633, -2.65079498, -2.65830803
995, 28034749, 28035268, -0.30035681, -0.25730515, -2.61904907, -2.51573324
996, 28035749, 28036274, -0.30174685, -0.25959396, -2.55555725, -2.42817378
997, 28036749, 28037270, -0.30307364, -0.26188278, -2.52381134, -2.37440085
998, 28037749, 28038282, -0.30433661, -0.26417160, -2.49206161, -2.34137726
999, 28038749, 28039268, -0.30553544, -0.26607895, -2.42856979, -2.32109642
1000, 28039749, 28040269, -0.30666977, -0.26874924, -2.39682388, -2.16144371
1001, 28040749, 28041269, -0.30773747, -0.27065659, -2.33333206, -2.35779119
1002, 28041749, 28042267, -0.30873683, -0.27256393, -2.30158615, -2.18397903
1003, 28042749, 28043279, -0.30966660, -0.27447128, -2.20634842, -2.07723570
1004, 28043749, 28044265, -0.31052476, -0.27637863, -2.17460251, -2.01168132
1005, 28044749, 28045265, -0.31131023, -0.27828598, -2.11111069, -1.97142243
1006, 28045749, 28046270, -0.31202301, -0.28019333, -2.04761887, -1.94669831
1007, 28046749, 28047270, -0.31266040, -0.28172016, -1.98412704, -1.93151450
1008, 28047749, 28048272, -0.31321895, -0.28362751, -1.95238113, -1.77536011
1009, 28048749, 28049278, -0.31369555, -0.28553486, -1.88888931, -1.82629037
1010, 28049749, 28050268, -0.31408864, -0.28706074, -1.82539749, -1.85756826
1011, 28050749, 28051268, -0.31439641, -0.28858662, -1.82539749, -1.72957945
1012, 28051749, 28052271, -0.31461728, -0.28973103, -1.76190567, -1.65097761
1013, 28052749, 28053283, -0.31474966, -0.29125690, -1.69841385, -1.45550823
1014, 28053749, 28054281, -0.31479248, -0.29240131, -1.63492203, -1.48266220
1015, 28054749, 28055285, -0.31474382, -0.29392719, -1.57143021, -1.35214067
1016, 28055749, 28056283, -0.31460488, -0.29507160, -1.53968430, -1.41918099
1017, 28056749, 28057278, -0.31437957, -0.29621601, -1.44444275, -1.31315494
1018, 28057749, 28058282, -0.31407401, -0.29736042, -1.38095093, -1.24804103
1019, 28058749, 28059284, -0.31368989, -0.29812336, -1.28571320, -1.20805264
1020, 28059749, 28060278, -0.31321523, -0.29926777, -1.22222137, -1.03629708
1021, 28060749, 28061280, -0.31265026, -0.30041218, -1.19047546, -1.07801425
1022, 28061749, 28062282, -0.31199774, -0.30117512, -1.09523773, -1.10363400
1023, 28062749, 28063277, -0.31125715, -0.30155659, -1.06349182, -0.97217035
1024, 28063749, 28064277, -0.31043014, -0.30231953, -0.96825409, -0.74423695
1025, 28064749, 28065281, -0.30952051, -0.30308247, -0.93650818, -0.75145370
1026, 28065749, 28066279, -0.30852988, -0.30384541, -0.84127045, -0.75588566
1027, 28066749, 28067279, -0.30746061, -0.30422688, -0.80952454, -0.75860751
1028, 28067749, 28068278, -0.30631414, -0.30460835, -0.74603271, -0.61308151
1029, 28068749, 28069282, -0.30509308, -0.30498981, -0.65079498, -0.52370960
1030, 28069749, 28070282, -0.30379993, -0.30498981, -0.58730316, -0.46882358
1031, 28070749, 28071280, -0.30243629, -0.30498981, -0.49206543, -0.28791884
1032, 28071749, 28072280, -0.30100566, -0.30498981, -0.39682770, -0.17681973
1033, 28072749, 28073282, -0.29950941, -0.30498981, -0.30158997, -0.10859038
1034, 28073749, 28074280, -0.29794872, -0.30498981, -0.26984406, -0.06668866
1035, 28074749, 28075278, -0.29632574, -0.30498981, -0.14286041, -0.04095554
1036, 28075749, 28076273, -0.29464269, -0.30460835, -0.07936859, -0.02515204
1037, 28076749, 28077283, -0.29290101, -0.30422688, 0.01587677, 0.13175091
1038, 28077749, 28078277, -0.29110318, -0.30384541, 0.07936859, 0.22810979
1039, 28078749, 28079277, -0.28925088, -0.30308247, 0.14286041, 0.28728673
1040, 28079749, 28080275, -0.28734571, -0.30270100, 0.23809814, 0.47082663
1041, 28080749, 28081276, -0.28538916, -0.30193806, 0.33333588, 0.43634653
1042, 28081749, 28082276, -0.28338286, -0.30117512, 0.42857361, 0.56236875
1043, 28082749, 28083280, -0.28132817, -0.30041218, 0.46031952, 0.63976288
1044, 28083749, 28084280, -0.27922618, -0.29964924, 0.55555725, 0.68729299
1045, 28084749, 28085278, -0.27707842, -0.29850483, 0.61904907, 0.71648264
1046, 28085749, 28086276, -0.27488539, -0.29736042, 0.68254089, 0.88160646
1047, 28086749, 28087279, -0.27264872, -0.29659748, 0.77777863, 0.98301405
1048, 28087749, 28088277, -0.27036929, -0.29507160, 0.84127045, 0.89809394
1049, 28088749, 28089277, -0.26804724, -0.29392719, 0.87301636, 1.14033699
1050, 28089749, 28090275, -0.26568332, -0.29278278, 0.96825409, 1.14190829
1051, 28090749, 28091277, -0.26327819, -0.29125690, 1.03174591, 1.14287329
1052, 28091749, 28092274, -0.26083195, -0.28973103, 1.09523773, 1.29066348
1053, 28092749, 28093278, -0.25834492, -0.28858662, 1.19047546, 1.38142598
1054, 28093749, 28094280, -0.25581756, -0.28667927, 1.25396729, 1.28996849
1055, 28094749, 28095272, -0.25325140, -0.28515339, 1.34920502, 1.52819657
1056, 28095749, 28096278, -0.25064847, -0.28324604, 1.41269684, 1.52730227
1057, 28096749, 28097274, -0.24801083, -0.28172016, 1.50793457, 1.67395055
1058, 28097749, 28098281, -0.24533826, -0.27943039, 1.57142639, 1.61681414
1059, 28098749, 28099273, -0.24263099, -0.27790451, 1.63491821, 1.87648809
1060, 28099749, 28100271, -0.23989023, -0.27561569, 1.69841003, 1.74119866
1061, 28100749, 28101273, -0.23711723, -0.27370834, 1.76190186, 1.95250845
1062, 28101749, 28102277, -0.23431322, -0.27180099, 1.82539368, 1.93508255
1063, 28102749, 28103278, -0.23147988, -0.26951218, 1.88888550, 1.92438090
1064, 28103749, 28104278, -0.22861768, -0.26760483, 1.92063141, 2.06500626
1065, 28104749, 28105282, -0.22572760, -0.26569748, 1.95237732, 2.00417089
1066, 28105749, 28106280, -0.22281076, -0.26340866, 1.98412323, 1.96681011
1067, 28106749, 28107270, -0.21986935, -0.26111984, 2.04762268, 2.09106326
1068, 28107749, 28108277, -0.21690361, -0.25883102, 2.04762268, 2.16737103
1069, 28108749, 28109275, -0.21391405, -0.25654221, 2.11111450, 2.21423388
1070, 28109749, 28110273, -0.21090180, -0.25425339, 2.14286041, 2.24301386
1071, 28110749, 28111267, -0.20786794, -0.25196457, 2.20635223, 2.26068830
1072, 28111749, 28112273, -0.20481305, -0.24891281, 2.23809814, 2.27154279
1073, 28112749, 28113273, -0.20173892, -0.24662399, 2.26984406, 2.57260394
1074, 28113749, 28114276, -0.19864644, -0.24433517, 2.33333588, 2.46309996
1075, 28114749, 28115272, -0.19553743, -0.24166489, 2.36508179, 2.39584994
1076, 28115749, 28116272, -0.19241455, -0.23899460, 2.42857361, 2.50174713
1077, 28116749, 28117276, -0.18927947, -0.23632431, 2.46031952, 2.56678200
1078, 28117749, 28118270, -0.18613388, -0.23403549, 2.49206543, 2.60672188
1079, 28118749, 28119274, -0.18297940, -0.23136520, 2.52381134, 2.48405266
1080, 28119749, 28120271, -0.17981590, -0.22869492, 2.55555725, 2.55591536
1081, 28120749, 28121271, -0.17664690, -0.22602463, 2.58730316, 2.60004830
1082, 28121749, 28122271, -0.17347556, -0.22335434, 2.61904907, 2.62715149
1083, 28122749, 28123277, -0.17030425, -0.22030258, 2.65079498, 2.64379668
1084, 28123749, 28124279, -0.16713494, -0.21724987, 2.65079498, 2.80121636
1085, 28124749, 28125278, -0.16396926, -0.21419811, 2.71428680, 2.89826083
1086, 28125749, 28126276, -0.16080892, -0.21152782, 2.74603271, 2.95749068
1087, 28126749, 28127278, -0.15765694, -0.20847607, 2.77777863, 2.84666777
1088, 28127749, 28128278, -0.15451609, -0.20580578, 2.77777863, 2.92580581
1089, 28128749, 28129278, -0.15138835, -0.20275402, 2.80952454, 2.82720923
1090, 28129749, 28130273, -0.14827771, -0.20008373, 2.80952454, 2.91385555
1091, 28130749, 28131285, -0.14518815, -0.19703197, 2.84127045, 2.81987023
1092, 28131749, 28132279, -0.14212416, -0.19398022, 2.87301636, 2.90934849
1093, 28132749, 28133273, -0.13908763, -0.19092846, 2.87301636, 2.96429992
1094, 28133749, 28134275, -0.13608050, -0.18825817, 2.90476227, 2.99804711
1095, 28134749, 28135279, -0.13310473, -0.18482494, 2.93650818, 2.87157488
1096, 28135749, 28136270, -0.13016365, -0.18177319, 2.96825409, 3.08829975
1097, 28136749, 28137280, -0.12725997, -0.17872143, 2.96825409, 3.07419944
1098, 28137749, 28138278, -0.12439630, -0.17605114, 2.96825409, 3.06553984
1099, 28138749, 28139278, -0.12157555, -0.17299938, 3.00000000, 2.91302419
1100, 28139749, 28140274, -0.11880194, -0.16994762, 3.00000000, 2.96655726
1101, 28140749, 28141277, -0.11607743, -0.16727734, 3.00000000, 2.99943352
1102, 28141749, 28142277, -0.11340462, -0.16422558, 3.00000000, 2.87242627
1103, 28142749, 28143277, -0.11078649, -0.16117382, 2.96825409, 2.94162488
1104, 28143749, 28144275, -0.10822505, -0.15812206, 2.93650818, 2.98412180
1105, 28144749, 28145277, -0.10572312, -0.15506935, 2.93650818, 3.01022053
1106, 28145749, 28146275, -0.10328317, -0.15201759, 2.96825409, 3.02661633
1107, 28146749, 28147276, -0.10090746, -0.14896584, 2.96825409, 3.03631759
1108, 28147749, 28148280, -0.09859724, -0.14591408, 2.96825409, 3.04227543
1109, 28148749, 28149274, -0.09635431, -0.14324379, 2.96825409, 3.04593444
1110, 28149749, 28150280, -0.09418007, -0.14019203, 2.96825409, 2.90098381
1111, 28150749, 28151276, -0.09207577, -0.13714027, 2.93650818, 2.95916295
1112, 28151749, 28152279, -0.09004389, -0.13446999, 2.96825409, 2.99489236
1113, 28152749, 28153277, -0.08808639, -0.13141823, 2.93650818, 2.86963725
1114, 28153749, 28154275, -0.08620463, -0.12874794, 2.93650818, 2.93991208
1115, 28154749, 28155279, -0.08439991, -0.12569618, 2.93650818, 2.83587217
1116, 28155749, 28156279, -0.08267359, -0.12264442, 2.90476227, 2.91917586
1117, 28156749, 28157277, -0.08102652, -0.11997414, 2.87301636, 2.97033525
1118, 28157749, 28158278, -0.07945991, -0.11730385, 2.84127045, 2.85455608
1119, 28158749, 28159276, -0.07797472, -0.11463356, 2.84127045, 2.78345275
1120, 28159749, 28160278, -0.07657115, -0.11196327, 2.80952454, 2.73978591
1121, 28160749, 28161276, -0.07524994, -0.10929298, 2.77777863, 2.71296883
1122, 28161749, 28162274, -0.07401149, -0.10662270, 2.74603271, 2.69649959
1123, 28162749, 28163273, -0.07285631, -0.10395241, 2.71428680, 2.68638515
1124, 28163749, 28164275, -0.07178318, -0.10128212, 2.68254089, 2.68017387
1125, 28164749, 28165275, -0.07079171, -0.09899330, 2.65079498, 2.67635918
1126, 28165749, 28166273, -0.06988259, -0.09670448, 2.61904907, 2.52681899
1127, 28166749, 28167275, -0.06905556, -0.09441566, 2.55555725, 2.43498182
1128, 28167749, 28168271, -0.06831205, -0.09212589, 2.49206543, 2.37858176
1129, 28168749, 28169272, -0.06765170, -0.09021854, 2.42857361, 2.34431267
1130, 28169749, 28170274, -0.06707386, -0.08831120, 2.36508179, 2.17570138
1131, 28170749, 28171270, -0.06657933, -0.08640385, 2.23809814, 2.07215214
1132, 28171749, 28172270, -0.06616860, -0.08449650, 2.17460632, 2.00855947
1133, 28172749, 28173270, -0.06584176, -0.08258915, 2.14286041, 1.96950519
1134, 28173749, 28174272, -0.06559890, -0.08106327, 2.04762268, 1.94552088
1135, 28174749, 28175275, -0.06544073, -0.07953739, 1.95237732, 1.78359389
1136, 28175749, 28176271, -0.06536730, -0.07801151, 1.85713959, 1.68414962
1137, 28176749, 28177273, -0.06537860, -0.07648563, 1.73015594, 1.62307775
1138, 28177749, 28178271, -0.06547512, -0.07572269, 1.63491821, 1.58557165
1139, 28178749, 28179273, -0.06565591, -0.07457829, 1.53968048, 1.26814294
1140, 28179749, 28180272, -0.06592147, -0.07381535, 1.41269684, 1.22039783
1141, 28180749, 28181272, -0.06627101, -0.07305241, 1.19047546, 1.04387856
1142, 28181749, 28182274, -0.06670399, -0.07267094, 1.09523773, 0.93547273
1143, 28182749, 28183272, -0.06721977, -0.07228947, 1.00000000, 0.72169983
1144, 28183749, 28184270, -0.06781799, -0.07152653, 0.87301636, 0.59041542
1145, 28184749, 28185269, -0.06849745, -0.07114506, 0.77777863, 0.65698719
1146, 28185749, 28186273, -0.06925678, -0.07076359, 0.68254089, 0.55067343
1147, 28186749, 28187269, -0.07009439, -0.07038212, 0.58730316, 0.48538288
1148, 28187749, 28188273, -0.07100841, -0.07000065, 0.52381134, 0.44528595
1149, 28188749, 28189269, -0.07199677, -0.07000065, 0.46031952, 0.42066121
1150, 28189749, 28190279, -0.07305668, -0.07000065, 0.36508179, 0.25834087
1151, 28190749, 28191268, -0.07418569, -0.07000065, 0.26984406, 0.15865499
1152, 28191749, 28192286, -0.07538202, -0.07038212, 0.20635223, 0.09743486
1153, 28192749, 28193280, -0.07664383, -0.07038212, 0.11111450, -0.08735984
1154, 28193749, 28194280, -0.07796877, -0.07076359, 0.01587677, -0.05365034
1155, 28194749, 28195280, -0.07935297, -0.07114506, -0.04762268, -0.18014586
1156, 28195749, 28196268, -0.08079271, -0.07114506, -0.11111450, -0.25783059
1157, 28196749, 28197269, -0.08228584, -0.07152653, -0.14286041, -0.15834162
1158, 28197749, 28198267, -0.08382967, -0.07228947, -0.20635223, -0.24443996
1159, 28198749, 28199281, -0.08542163, -0.07267094, -0.26984406, -0.44451311
1160, 28199749, 28200269, -0.08705864, -0.07305241, -0.30158997, -0.42018658
1161, 28200749, 28201283, -0.08873679, -0.07343388, -0.33333588, -0.40524694
1162, 28201749, 28202280, -0.09045129, -0.07381535, -0.39682770, -0.39607203
1163, 28202749, 28203266, -0.09219749, -0.07457829, -0.46031952, -0.39043745
1164, 28203749, 28204268, -0.09397180, -0.07572269, -0.49206543, -0.53417462
1165, 28204749, 28205278, -0.09577017, -0.07648563, -0.55555725, -0.76964557
1166, 28205749, 28206280, -0.09758846, -0.07724857, -0.61904907, -0.76705790
1167, 28206749, 28207265, -0.09942185, -0.07801151, -0.65079498, -0.76546872
1168, 28207749, 28208283, -0.10126709, -0.07915592, -0.71428680, -0.76449275
1169, 28208749, 28209283, -0.10312090, -0.07991886, -0.77777863, -0.91109091
1170, 28209749, 28210277, -0.10497867, -0.08106327, -0.80952454, -0.85392374
1171, 28210749, 28211277, -0.10683659, -0.08220768, -0.87301636, -0.96601325
1172, 28211749, 28212275, -0.10869147, -0.08297062, -0.90476227, -1.03485084
1173, 28212749, 28213282, -0.11053953, -0.08449650, -1.00000000, -0.92992854
1174, 28213749, 28214276, -0.11237773, -0.08564091, -1.06349182, -1.15988755
1175, 28214749, 28215280, -0.11420264, -0.08716679, -1.12698364, -1.15391493
1176, 28215749, 28216278, -0.11601049, -0.08869267, -1.15872955, -1.29744458
1177, 28216749, 28217278, -0.11779703, -0.09021854, -1.22222137, -1.38559043
1178, 28217749, 28218279, -0.11955866, -0.09174442, -1.31745911, -1.43972349
1179, 28218749, 28219275, -0.12129079, -0.09327030, -1.34920502, -1.47296834
1180, 28219749, 28220277, -0.12298891, -0.09479713, -1.44444275, -1.49338496
1181, 28220749, 28221281, -0.12464800, -0.09632301, -1.44444275, -1.50629127
1182, 28221749, 28222283, -0.12626377, -0.09823036, -1.50793839, -1.51384950
1183, 28222749, 28223277, -0.12783308, -0.09975624, -1.53968430, -1.66568875
1184, 28223749, 28224275, -0.12935278, -0.10128212, -1.57143021, -1.61174047
1185, 28224749, 28225280, -0.13081926, -0.10318947, -1.60317612, -1.57860911
1186, 28225749, 28226276, -0.13222873, -0.10471535, -1.63492203, -1.70545971
1187, 28226749, 28227278, -0.13357741, -0.10662270, -1.66666794, -1.63616490
1188, 28227749, 28228280, -0.13486113, -0.10814857, -1.69841385, -1.74080634
1189, 28228749, 28229278, -0.13607608, -0.11005592, -1.73015976, -1.65787244
1190, 28229749, 28230279, -0.13721815, -0.11196327, -1.73015976, -1.75413764
1191, 28230749, 28231277, -0.13828442, -0.11387062, -1.73015976, -1.81325710
1192, 28231749, 28232277, -0.13927281, -0.11539650, -1.76190567, -1.84956419
1193, 28232749, 28233285, -0.14018111, -0.11730385, -1.76190567, -1.72466385
1194, 28233749, 28234277, -0.14100729, -0.11882973, -1.76190567, -1.79515636
1195, 28234749, 28235277, -0.14174888, -0.12035561, -1.76190567, -1.69125032
1196, 28235749, 28236280, -0.14240342, -0.12226295, -1.73015976, -1.62743855
1197, 28236749, 28237284, -0.14296947, -0.12378883, -1.73015976, -1.73544729
1198, 28237749, 28238276, -0.14344586, -0.12569618, -1.73015976, -1.65458119
1199, 28238749, 28239278, -0.14383134, -0.12684059, -1.69841385, -1.75211644
1200, 28239749, 28240274, -0.14412507, -0.12874794, -1.66666794, -1.51762068
1201, 28240749, 28241275, -0.14432533, -0.13027382, -1.66666794, -1.66800487
1202, 28241749, 28242275, -0.14443190, -0.13179970, -1.66666794, -1.61316276
1203, 28242749, 28243275, -0.14444545, -0.13332558, -1.66666794, -1.57948267
1204, 28243749, 28244279, -0.14436591, -0.13523293, -1.66666794, -1.55879855
1205, 28244749, 28245275, -0.14419414, -0.13675880, -1.66666794, -1.69329333
1206, 28245749, 28246273, -0.14393225, -0.13866615, -1.66666794, -1.62869322
1207, 28246749, 28247274, -0.14358307, -0.13981056, -1.63492203, -1.73621786
1208, 28247749, 28248272, -0.14314917, -0.14133644, -1.63492203, -1.50785697
1209, 28248749, 28249272, -0.14263318, -0.14209938, -1.57143021, -1.51481104
1210, 28249749, 28250272, -0.14203896, -0.14324379, -1.50793839, -1.22468674
1211, 28250749, 28251278, -0.14137132, -0.14438820, -1.41269684, -1.19371009
1212, 28251749, 28252279, -0.14063480, -0.14515114, -1.31745911, -1.17468631
1213, 28252749, 28253279, -0.13983412, -0.14591408, -1.22222137, -1.01580572
1214, 28253749, 28254275, -0.13897559, -0.14667702, -1.09523773, -0.91823232
1215, 28254749, 28255279, -0.13806678, -0.14705849, -1.00000000, -0.85830957
1216, 28255749, 28256277, -0.13711464, -0.14743996, -0.84127045, -0.67431158
1217, 28256749, 28257279, -0.13612613, -0.14743996, -0.74603271, -0.56131285
