Frame,20230915_CodeDev_KNHS_34A:T1,20230915_CodeDev_KNHS_34A:T10,20230915_CodeDev_KNHS_34A:Sternum,20230915_CodeDev_KNHS_34A:Rnip,20230915_CodeDev_KNHS_34A:Lnip
Frame,T1X,T1Y,T1Z,T10X,T10Y,T10Z,SternumX,SternumY,SternumZ,RnipX,RnipY,RnipZ,LnipX,LnipY,LnipZ
5561,920.7291,289.1779,1412.801,864.7855,269.7015,1155.882,1040.677,298.6962,1348.219,1082.686,200.2134,1168.79,1066.096,402.1808,1168.815
5562,920.27,289.4887,1414.247,864.3304,270.1818,1157.187,1040.186,298.4856,1349.611,1081.926,199.808,1170.15,1066.054,401.9012,1170.124
5563,919.7384,289.7796,1415.738,863.8808,270.7936,1158.521,1039.535,298.2557,1350.963,1081.166,199.3724,1171.581,1065.996,401.5989,1171.478
5564,919.1829,290.1001,1417.247,863.421,271.3945,1159.933,1038.938,298.0133,1352.459,1080.355,198.8938,1173.044,1065.992,401.1971,1172.931
5565,918.5843,290.3459,1418.773,862.8984,271.9828,1161.358,1038.374,297.7752,1354.045,1079.534,198.3547,1174.586,1065.951,400.7487,1174.467
5566,917.9241,290.6378,1420.333,862.4454,272.6088,1162.794,1037.703,297.4959,1355.689,1078.649,197.7804,1176.214,1065.875,400.2522,1176.08
5567,917.3856,290.7353,1421.879,861.8491,273.1949,1164.22,1037.109,297.2801,1357.444,1077.773,197.2214,1177.9,1065.807,399.8079,1177.782
5568,916.5462,291.0714,1423.558,861.9446,273.9723,1165.713,1036.37,297.0146,1359.129,1076.836,196.6362,1179.614,1065.71,399.3508,1179.553
5569,915.8261,291.2961,1425.259,860.9453,274.505,1167.237,1035.593,296.7346,1360.872,1075.917,196.1185,1181.401,1065.846,398.9248,1181.384
5570,915.0973,291.5042,1427,860.8783,275.2813,1168.803,1034.9,296.5344,1362.719,1074.994,195.6095,1183.245,1065.549,398.3967,1183.32
5571,914.3303,291.7,1428.778,860.298,275.9399,1170.421,1034.126,296.3239,1364.56,1074.039,195.1139,1185.124,1065.658,397.9877,1185.282
5572,913.574,291.8202,1430.606,859.7307,276.5406,1172.04,1033.326,296.0311,1366.436,1073.061,194.6356,1187.024,1065.267,397.5031,1187.354
5573,912.8201,291.9941,1432.444,858.678,277.121,1173.746,1032.532,295.8011,1368.359,1072.094,194.1702,1188.968,1065.111,397.049,1189.444
5574,912.1787,292.0054,1434.286,858.5923,277.8669,1175.451,1031.732,295.5436,1370.317,1071.081,193.74,1190.932,1064.957,396.5803,1191.568
5575,911.2698,292.227,1436.175,858.0184,278.5402,1177.24,1030.854,295.2731,1372.279,1070.053,193.279,1192.939,1064.756,396.1395,1193.743
5576,910.4832,292.3364,1438.029,857.0496,279.1299,1179.019,1029.951,294.9292,1374.199,1068.968,192.8459,1194.929,1064.523,395.7458,1195.951
5577,909.6581,292.4853,1439.858,856.8727,279.9177,1180.838,1028.971,294.6161,1376.085,1067.861,192.4586,1196.923,1064.257,395.3537,1198.166
5578,908.8532,292.5942,1441.66,856.2689,280.5483,1182.606,1028.065,294.3895,1377.953,1066.825,192.125,1198.893,1063.998,394.9994,1200.373
5579,908.0689,292.6948,1443.425,855.6578,281.2174,1184.383,1027.154,294.1375,1379.844,1065.732,191.8489,1200.896,1063.711,394.6846,1202.562
5580,907.2256,292.7975,1445.157,855.0352,281.8648,1186.145,1026.245,293.9002,1381.668,1064.847,191.4887,1202.894,1063.413,394.4053,1204.764
5581,906.421,292.9484,1446.804,854.4,282.5034,1187.869,1025.309,293.7143,1383.441,1063.739,191.2886,1204.84,1063.324,394.2233,1206.864
5582,905.6022,293.1027,1448.404,853.713,283.1203,1189.55,1024.375,293.5007,1385.187,1062.57,191.1274,1206.741,1062.672,393.8584,1209.031
5583,904.7908,293.231,1449.953,853.0425,283.7383,1191.183,1023.454,293.3135,1386.867,1061.439,190.9725,1208.589,1062.269,393.5898,1211.142
5584,904.0109,293.4167,1451.455,852.4153,284.3541,1192.779,1022.539,293.1781,1388.53,1060.265,190.8332,1210.404,1061.829,393.3694,1213.182
5585,903.2246,293.5449,1452.903,851.7378,284.9756,1194.276,1021.611,292.9979,1390.104,1059.118,190.7212,1212.158,1061.377,393.1763,1215.157
5586,902.4753,293.6975,1454.29,851.0522,285.5939,1195.773,1020.67,292.8647,1391.626,1057.984,190.6019,1213.85,1060.913,392.9521,1217.109
5587,901.7206,293.9198,1455.661,850.3931,286.2505,1197.231,1019.776,292.7133,1393.096,1056.888,190.5121,1215.535,1060.448,392.8196,1218.948
5588,901.0514,294.1035,1456.969,849.6876,286.8447,1198.643,1018.872,292.6554,1394.471,1055.787,190.4305,1217.109,1060.165,392.6968,1220.697
5589,900.339,294.3069,1458.205,848.9623,287.4735,1199.98,1017.98,292.5638,1395.77,1054.727,190.3395,1218.62,1059.411,392.4644,1222.356
5590,899.7068,294.4626,1459.363,848.3019,288.0609,1201.269,1017.089,292.4142,1397.008,1053.642,190.2662,1220.021,1059.094,392.3112,1223.915
5591,899.0363,294.6095,1460.479,847.619,288.6983,1202.532,1016.176,292.2803,1398.138,1052.519,190.1728,1221.343,1058.307,392.093,1225.394
5592,898.3542,294.7845,1461.504,846.9338,289.286,1203.679,1015.26,292.1768,1399.182,1051.437,190.0784,1222.574,1057.744,391.9011,1226.743
5593,897.7211,294.9759,1462.453,846.2643,289.9392,1204.74,1014.383,292.1158,1400.129,1050.366,190.0031,1223.722,1057.336,391.7869,1227.99
5594,897.1052,295.1233,1463.282,845.5903,290.5462,1205.72,1013.505,292.0262,1400.971,1049.289,189.9521,1224.751,1056.56,391.6024,1229.124
5595,896.5161,295.2686,1464.008,844.903,291.0856,1206.556,1012.663,291.9549,1401.739,1048.256,189.9285,1225.625,1055.948,391.478,1230.113
5596,895.9302,295.4281,1464.644,844.199,291.6522,1207.302,1011.829,291.9012,1402.404,1047.233,189.9376,1226.436,1055.316,391.4036,1230.989
5597,895.3716,295.6029,1465.193,843.537,292.2085,1207.948,1011.024,291.9398,1402.959,1046.234,189.9809,1227.104,1054.883,391.3645,1231.756
5598,894.7973,295.7682,1465.641,842.7999,292.7132,1208.499,1010.24,291.9672,1403.417,1045.266,190.0748,1227.66,1054.087,391.2551,1232.387
5599,894.305,295.9554,1465.984,842.09,293.2225,1208.951,1009.496,292.0097,1403.772,1044.314,190.1227,1228.1,1053.478,391.2038,1232.928
5600,893.7997,296.1035,1466.229,841.4053,293.7415,1209.278,1008.773,292.0258,1404.015,1043.342,190.1768,1228.397,1053.098,391.1972,1233.31
5601,893.3047,296.2645,1466.399,840.743,294.2442,1209.531,1008.051,292.0513,1404.136,1042.226,190.2492,1228.551,1052.488,391.193,1233.549
5602,892.825,296.4069,1466.459,840.0435,294.7531,1209.629,1007.388,292.0866,1404.145,1041.448,190.3019,1228.63,1051.858,391.1649,1233.695
5603,892.3925,296.5286,1466.417,839.3794,295.1965,1209.682,1006.72,292.0818,1404.019,1040.415,190.345,1228.535,1051.252,391.1139,1233.688
5604,891.9692,296.6646,1466.296,838.6992,295.6966,1209.654,1006.089,292.0704,1403.807,1039.529,190.3808,1228.348,1050.611,391.1051,1233.551
5605,891.5336,296.739,1466.076,838.0186,296.1457,1209.505,1005.485,292.0659,1403.49,1038.641,190.3887,1228.026,1049.947,391.0112,1233.289
5606,891.1361,296.8511,1465.746,837.3444,296.5637,1209.226,1004.931,292.0543,1403.072,1037.784,190.3952,1227.555,1049.136,390.9226,1232.896
5607,890.7794,296.9567,1465.295,836.6423,296.9308,1208.833,1004.402,292.0537,1402.471,1037.118,190.4261,1226.921,1048.636,390.8753,1232.319
5608,890.4133,297.059,1464.764,835.9552,297.331,1208.352,1003.938,292.0843,1401.847,1036.211,190.447,1226.217,1048.044,390.9364,1231.643
5609,890.1172,297.1679,1464.133,835.2756,297.656,1207.783,1003.544,292.1417,1401.072,1035.615,190.5513,1225.341,1047.371,390.9641,1230.869
5610,889.6697,297.2607,1463.419,834.6227,297.9935,1207.078,1003.126,292.1615,1400.208,1034.855,190.6214,1224.37,1046.789,391.0146,1229.923
5611,889.5124,297.3632,1462.581,833.9361,298.273,1206.304,1002.767,292.1923,1399.237,1034.157,190.6859,1223.248,1046.235,391.1393,1228.917
5612,889.2571,297.4789,1461.667,833.2595,298.5298,1205.395,1002.582,292.2098,1398.256,1033.32,190.8266,1222.015,1045.727,391.3277,1227.747
5613,888.975,297.5919,1460.756,832.5789,298.7281,1204.472,1002.343,292.2789,1397.105,1032.864,190.9348,1220.704,1045.238,391.5559,1226.459
5614,888.6788,297.6167,1459.66,831.9033,298.9229,1203.419,1002.132,292.3277,1395.857,1032.142,191.0865,1219.24,1044.722,391.7472,1225.038
5615,888.691,297.7009,1458.513,831.2622,299.0972,1202.375,1001.899,292.3899,1394.522,1031.694,191.1809,1217.736,1044.124,391.8431,1223.515
5616,888.3541,297.7198,1457.344,830.6177,299.2139,1201.215,1001.736,292.3792,1393.095,1030.988,191.2837,1216.104,1043.355,391.8236,1221.859
5617,888.4051,297.8056,1456.065,829.9964,299.3326,1199.998,1001.57,292.3677,1391.573,1030.621,191.3871,1214.388,1042.579,391.7977,1220.1
5618,888.3146,297.8199,1454.751,829.4556,299.4454,1198.722,1001.442,292.358,1390.009,1029.975,191.4883,1212.592,1042.025,391.9266,1218.323
5619,888.2253,297.8508,1453.386,828.9102,299.5242,1197.416,1001.134,292.361,1388.207,1029.666,191.5515,1210.708,1041.466,391.9993,1216.437
5620,888.1128,297.8688,1451.947,828.3824,299.5525,1195.984,1001.201,292.2753,1386.594,1029.234,191.6028,1208.741,1040.626,391.9754,1214.453
5621,888.0344,297.8442,1450.444,827.8309,299.5598,1194.505,1001.115,292.1968,1384.789,1028.655,191.6575,1206.677,1040.296,392.1402,1212.399
5622,887.9979,297.8425,1448.862,827.3317,299.5599,1192.94,1001.062,292.1615,1382.937,1028.458,191.7358,1204.532,1039.779,392.2777,1210.288
5623,887.9117,297.8644,1447.301,826.8298,299.5454,1191.282,1001.057,292.1384,1381.006,1028.173,191.8407,1202.336,1039.098,392.3356,1208.1
5624,887.8607,297.8686,1445.604,826.367,299.4745,1189.589,1001.1,292.0663,1379.056,1027.919,191.9617,1200.106,1038.897,392.5601,1205.869
5625,887.8124,297.8609,1443.862,825.9579,299.4361,1187.801,1001.131,292.103,1377.049,1027.544,192.1239,1197.817,1038.485,392.7683,1203.618
5626,887.9001,297.8137,1441.96,825.5983,299.3471,1185.963,1001.179,292.1072,1374.994,1027.525,192.2471,1195.484,1037.908,392.8747,1201.309
5627,887.8416,297.8523,1440.198,825.2724,299.3049,1184.084,1001.348,292.0634,1372.931,1027.412,192.3709,1193.16,1037.857,393.1896,1198.96
5628,887.981,297.8266,1438.192,824.9464,299.2064,1182.124,1001.474,292.0928,1370.798,1027.307,192.5197,1190.787,1037.602,393.406,1196.608
5629,888.0289,297.8076,1436.286,824.6768,299.1502,1180.179,1001.364,292.0851,1368.538,1027.248,192.6453,1188.415,1037.36,393.5691,1194.233
5630,888.1028,297.762,1434.371,824.4417,299.0845,1178.216,1001.731,291.9903,1366.492,1027.209,192.7186,1186.046,1037.141,393.7135,1191.853
5631,888.1066,297.7557,1432.518,824.2022,298.9907,1176.182,1001.931,291.9176,1364.324,1027.185,192.7639,1183.685,1037.022,393.883,1189.426
5632,888.2268,297.6785,1430.564,824.0156,298.9321,1174.167,1002.135,291.8311,1362.123,1027.043,192.7769,1181.306,1036.893,393.9637,1187.018
5633,888.4575,297.5585,1428.504,823.9336,298.854,1172.193,1002.369,291.6935,1359.938,1027.212,192.775,1178.97,1036.537,393.9664,1184.614
5634,888.5981,297.4957,1426.552,823.8689,298.7798,1170.18,1002.649,291.5706,1357.736,1027.142,192.7688,1176.635,1036.778,394.136,1182.223
5635,888.7752,297.4222,1424.609,823.845,298.7518,1168.147,1002.9,291.4208,1355.546,1027.397,192.7363,1174.347,1036.56,394.0844,1179.832
5636,888.8389,297.3495,1422.751,823.8934,298.6727,1166.098,1003.324,291.2591,1353.464,1027.525,192.6887,1172.084,1036.86,394.2177,1177.488
5637,889.1672,297.2677,1420.75,823.9596,298.5867,1164.108,1003.696,291.1105,1351.334,1027.76,192.6852,1169.856,1036.812,394.2096,1175.182
5638,889.4006,297.1552,1418.856,824.0742,298.4972,1162.116,1004.055,291.0377,1349.291,1028.003,192.6128,1167.674,1037.275,394.3267,1172.897
5639,889.6735,297.0838,1417.004,824.2556,298.4104,1160.142,1004.462,290.9169,1347.298,1028.325,192.5661,1165.557,1037.592,394.3546,1170.685
5640,889.8907,296.9984,1415.294,824.5107,298.3028,1158.229,1004.968,290.8023,1345.433,1028.691,192.4654,1163.541,1037.999,394.3476,1168.554
5641,890.2273,296.8766,1413.542,824.8481,298.2288,1156.356,1005.42,290.6162,1343.635,1028.947,192.3357,1161.568,1038.469,394.3419,1166.523
5642,890.5797,296.72,1411.853,825.3027,298.1412,1154.509,1005.697,290.4817,1341.765,1029.546,192.1623,1159.69,1039.053,394.3309,1164.531
5643,890.992,296.5234,1410.232,825.8593,298.0642,1152.733,1006.228,290.3065,1340.163,1029.999,191.949,1157.91,1039.452,394.134,1162.654
5644,891.4492,296.3383,1408.674,826.488,297.9708,1151.081,1006.907,290.025,1338.779,1030.533,191.7006,1156.232,1040.431,394.1175,1160.907
5645,891.9094,296.0644,1407.177,827.1518,297.9158,1149.495,1007.473,289.7928,1337.312,1031.097,191.4152,1154.649,1041.025,393.8206,1159.227
5646,892.2835,295.7337,1405.677,827.8912,297.8047,1147.981,1008.11,289.511,1335.974,1031.694,191.068,1153.17,1042.18,393.7212,1157.745
5647,892.9269,295.4421,1404.317,828.7271,297.6975,1146.569,1008.701,289.1569,1334.707,1032.336,190.6578,1151.831,1042.918,393.2793,1156.355
5648,893.4359,295.0951,1403.034,829.6094,297.5958,1145.207,1009.361,288.773,1333.505,1033.005,190.2112,1150.572,1044.177,393.0027,1155.09
5649,893.9995,294.7262,1401.798,830.5695,297.5002,1143.904,1010.092,288.3507,1332.397,1033.729,189.6827,1149.419,1045.281,392.5156,1153.961
5650,894.5685,294.3287,1400.621,831.67,297.3931,1142.671,1010.824,287.8917,1331.364,1034.509,189.1591,1148.364,1046.467,391.9871,1152.985
5651,895.2126,293.9125,1399.501,832.7666,297.3126,1141.534,1011.613,287.5168,1330.44,1035.177,188.6436,1147.456,1047.755,391.5204,1152.128
5652,895.8383,293.5251,1398.477,833.9721,297.2211,1140.398,1012.169,287.0995,1329.452,1036.137,188.1398,1146.608,1049.107,390.9532,1151.422
5653,896.4901,293.1149,1397.503,835.2324,297.125,1139.322,1013.17,286.6762,1328.818,1037.102,187.605,1145.899,1050.491,390.3419,1150.838
5654,897.1533,292.6671,1396.611,836.5357,297.0175,1138.333,1014.073,286.1779,1328.202,1038.367,187.0378,1145.323,1051.99,389.792,1150.425
5655,897.8409,292.2648,1395.823,837.8524,296.9003,1137.403,1014.97,285.7435,1327.682,1039.507,186.5089,1144.802,1053.506,389.2004,1150.11
5656,898.5573,291.7667,1395.087,839.2491,296.7829,1136.559,1015.904,285.2713,1327.268,1040.749,185.909,1144.405,1055.061,388.5738,1149.941
5657,899.2723,291.2983,1394.487,840.6665,296.6457,1135.836,1016.802,284.6848,1326.932,1041.974,185.2546,1144.145,1056.619,387.8645,1149.886
5658,900.0281,290.7338,1394.04,842.1369,296.4768,1135.201,1017.732,284.1349,1326.715,1043.252,184.5889,1143.975,1058.165,387.1127,1149.976
5659,900.7949,290.1544,1393.7,843.6156,296.2509,1134.671,1018.676,283.4831,1326.644,1044.532,183.9112,1143.919,1059.742,386.36,1150.128
5660,901.6319,289.599,1393.528,845.0862,296.0448,1134.272,1019.605,282.8802,1326.718,1045.843,183.2107,1143.975,1061.283,385.6048,1150.422
5661,902.6,288.9562,1393.488,846.4807,295.8313,1134.019,1020.52,282.2585,1326.935,1046.929,182.5621,1144.111,1062.826,384.8781,1150.806
5662,903.4064,288.5422,1393.649,847.8304,295.5456,1133.909,1021.333,281.6952,1327.255,1048.339,181.9375,1144.418,1064.323,384.1402,1151.294
5663,904.2657,288.0107,1393.876,849.0239,295.2791,1133.996,1022.15,281.1502,1327.696,1049.543,181.2918,1144.783,1065.775,383.4543,1151.822
5664,905.0908,287.581,1394.181,850.1133,295.015,1134.163,1022.579,280.6313,1328.052,1050.396,180.7047,1145.226,1067.114,382.7431,1152.433
5665,905.8892,287.1825,1394.545,851.1192,294.7478,1134.458,1023.493,280.128,1328.726,1051.608,180.2222,1145.738,1068.412,382.0693,1153.09
5666,906.6605,286.8379,1394.967,852.0388,294.4761,1134.848,1024.199,279.7622,1329.29,1052.277,179.8103,1146.307,1069.616,381.5059,1153.812
5667,907.4114,286.5291,1395.435,852.8387,294.2506,1135.344,1024.878,279.4461,1329.933,1053.092,179.4117,1146.946,1070.689,380.9821,1154.518
5668,908.0855,286.273,1395.955,853.5479,294.0337,1136.004,1025.502,279.177,1330.517,1053.992,179.0315,1147.672,1071.572,380.3873,1155.275
5669,908.7362,286.045,1396.526,854.1981,293.8405,1136.687,1026.158,278.9135,1331.167,1054.369,178.7377,1148.392,1072.322,379.9217,1156.052
5670,909.3435,285.8554,1397.188,854.6932,293.644,1137.466,1026.727,278.728,1331.812,1054.898,178.4296,1149.168,1072.943,379.4872,1156.817
5671,909.9401,285.699,1397.921,855.0433,293.4511,1138.346,1027.323,278.6426,1332.517,1055.36,178.1445,1150.011,1073.414,379.1186,1157.609
5672,910.501,285.5652,1398.764,855.3269,293.2171,1139.39,1027.569,278.6101,1333.088,1055.744,177.8578,1150.861,1073.716,378.7494,1158.431
5673,911.0101,285.3594,1399.704,855.5627,292.9297,1140.476,1028.207,278.4855,1333.971,1056.236,177.5544,1151.767,1073.857,378.3725,1159.245
5674,911.4334,285.1927,1400.743,855.7312,292.6446,1141.628,1028.528,278.4075,1334.766,1056.216,177.271,1152.672,1073.869,378.0901,1160.11
5675,911.8382,285.0045,1401.871,855.854,292.319,1142.901,1028.758,278.3385,1335.631,1056.361,177.0295,1153.641,1073.736,377.8094,1160.976
5676,912.2203,284.7912,1403.085,855.9465,291.9384,1144.196,1028.868,278.3798,1336.455,1056.495,176.8173,1154.629,1073.524,377.6589,1161.897
5677,912.5647,284.5907,1404.338,855.9736,291.5197,1145.542,1029.052,278.3783,1337.478,1056.62,176.6692,1155.654,1073.197,377.5374,1162.835
5678,912.7695,284.406,1405.701,855.944,291.0662,1146.943,1029.138,278.3974,1338.571,1056.683,176.5743,1156.741,1072.837,377.4831,1163.828
5679,912.9348,284.2206,1407.114,855.8793,290.5714,1148.351,1029.197,278.5005,1339.772,1056.75,176.5889,1157.859,1072.015,377.4704,1164.872
5680,913.0345,284.0423,1408.543,855.759,290.0218,1149.788,1029.175,278.6904,1341.016,1056.831,176.7002,1159.038,1071.799,377.8004,1165.984
5681,913.087,283.8955,1410.021,855.6176,289.5133,1151.257,1029.18,278.8883,1342.391,1056.936,176.8939,1160.278,1071.348,378.0901,1167.146
5682,913.1068,283.7247,1411.56,855.4413,288.9117,1152.793,1029.132,279.121,1343.83,1057.235,177.1637,1161.59,1070.519,378.3276,1168.383
5683,913.0677,283.5727,1413.164,855.2377,288.2608,1154.343,1029,279.4072,1345.321,1057.148,177.4888,1162.967,1069.953,378.7966,1169.714
5684,912.9955,283.4568,1414.829,855.0777,287.6625,1155.898,1028.88,279.6571,1346.897,1057.293,177.842,1164.443,1070.004,379.6275,1171.22
5685,912.8882,283.3088,1416.551,854.8585,287.0125,1157.515,1028.669,279.9323,1348.545,1057.453,178.2349,1166.006,1069.11,380.0449,1172.734
5686,912.7379,283.174,1418.333,854.6022,286.396,1159.212,1028.425,280.1772,1350.267,1057.562,178.6766,1167.626,1068.408,380.5251,1174.285
5687,912.5377,283.0749,1420.161,854.3702,285.8281,1160.957,1028.173,280.4634,1352.018,1057.852,179.0609,1169.38,1067.626,381.0197,1175.875
5688,912.282,282.9648,1422.015,854.1127,285.1759,1162.76,1027.871,280.7021,1353.835,1057.847,179.5043,1171.135,1066.785,381.4789,1177.541
5689,912.0191,282.8536,1423.915,853.7911,284.5439,1164.6,1027.478,280.9409,1355.659,1057.941,179.9303,1172.988,1065.954,381.957,1179.237
5690,911.7578,282.7489,1425.82,853.4762,283.9441,1166.525,1027.111,281.1824,1357.521,1058.186,180.3838,1174.921,1065.124,382.4461,1181.008
5691,911.5027,282.6326,1427.704,853.2398,283.3415,1168.441,1026.717,281.4425,1359.356,1058.263,180.8631,1176.896,1064.273,382.995,1182.843
5692,911.1887,282.5289,1429.608,852.9892,282.7003,1170.392,1026.234,281.6416,1361.221,1058.327,181.33,1178.877,1063.42,383.5229,1184.697
5693,910.869,282.4465,1431.495,852.6876,282.0898,1172.323,1025.798,281.8671,1363.086,1058.353,181.8296,1180.935,1062.548,384.0628,1186.617
5694,910.5015,282.4142,1433.387,852.3825,281.4777,1174.243,1025.354,282.1522,1364.959,1058.404,182.377,1183.019,1061.948,384.7528,1188.551
5695,910.1631,282.3687,1435.219,852.1094,280.8736,1176.121,1024.924,282.4362,1366.826,1058.389,182.9952,1185.105,1060.81,385.2192,1190.575
5696,909.8172,282.2966,1437.071,851.7441,280.2084,1177.996,1024.467,282.7411,1368.658,1058.384,183.5879,1187.226,1059.891,385.8273,1192.568
5697,909.4666,282.226,1438.894,851.4036,279.5953,1179.841,1023.993,283.0242,1370.485,1058.341,184.1994,1189.359,1058.977,386.3921,1194.571
5698,909.092,282.1728,1440.69,851.0588,278.9743,1181.71,1023.554,283.3261,1372.283,1058.246,184.8304,1191.492,1058.025,386.9223,1196.616
5699,908.7798,282.0775,1442.415,850.6799,278.3323,1183.5,1023.03,283.5621,1374.071,1058.141,185.4104,1193.592,1057.133,387.4767,1198.609
5700,908.5923,281.8353,1444.09,850.3197,277.7094,1185.337,1022.541,283.77,1375.818,1057.986,185.9919,1195.678,1056.233,387.9399,1200.611
5701,908.0967,281.8087,1445.81,849.97,277.1128,1187.164,1021.998,283.9491,1377.565,1057.781,186.5174,1197.741,1055.271,388.4009,1202.58
5702,907.7241,281.621,1447.458,849.5696,276.5678,1188.947,1021.45,284.079,1379.212,1057.56,187.0061,1199.754,1054.315,388.7719,1204.548
5703,907.3691,281.4387,1449.034,849.1173,276.0172,1190.737,1020.879,284.1393,1380.847,1057.27,187.4205,1201.708,1053.361,389.1637,1206.435
5704,907.156,281.16,1450.485,848.1743,275.3024,1192.496,1020.319,284.2012,1382.409,1056.995,187.8514,1203.566,1052.437,389.4297,1208.274
5705,906.6398,281.0236,1452.001,847.7594,274.7936,1194.161,1019.744,284.2814,1383.919,1056.666,188.2326,1205.37,1051.52,389.7563,1210.046
5706,906.2643,280.7572,1453.373,847.814,274.4137,1195.767,1019.163,284.3247,1385.384,1056.322,188.5833,1207.102,1050.633,389.9825,1211.762
5707,905.8937,280.5198,1454.665,847.3674,273.908,1197.29,1018.545,284.3237,1386.73,1055.942,188.9121,1208.718,1049.98,390.322,1213.453
5708,905.537,280.3152,1455.88,846.9025,273.4372,1198.705,1017.955,284.3661,1388.038,1055.58,189.285,1210.229,1048.898,390.4771,1215.046
5709,905.1548,280.1508,1456.981,846.4453,273.0017,1200.071,1017.39,284.4336,1389.283,1055.175,189.6046,1211.686,1048.08,390.7292,1216.536
5710,904.7972,279.9599,1458.009,845.4283,272.4447,1201.279,1016.812,284.5314,1390.449,1054.765,189.9429,1213.017,1047.491,391.0494,1217.904
5711,904.4334,279.7683,1458.97,845.4493,272.2041,1202.435,1016.289,284.5919,1391.516,1054.339,190.2317,1214.245,1046.613,391.2037,1219.26
5712,904.0668,279.5903,1459.796,844.473,271.6813,1203.439,1015.711,284.6065,1392.52,1053.883,190.5227,1215.38,1045.718,391.3525,1220.497
5713,903.6757,279.4198,1460.587,844.4786,271.4536,1204.389,1015.185,284.6605,1393.393,1053.448,190.7591,1216.385,1044.94,391.4766,1221.606
5714,903.3128,279.201,1461.274,843.9462,271.1234,1205.243,1014.619,284.6678,1394.229,1052.983,190.9357,1217.309,1044.203,391.5466,1222.676
5715,902.9351,279.0417,1461.899,842.9764,270.7719,1206.006,1014.042,284.601,1394.935,1052.513,191.0558,1218.094,1043.49,391.5476,1223.528
5716,902.589,278.8156,1462.418,842.5036,270.5263,1206.689,1013.506,284.5442,1395.529,1052.036,191.1444,1218.766,1042.789,391.5544,1224.365
5717,902.2795,278.6575,1462.798,842.4844,270.4293,1207.282,1012.967,284.4564,1396.037,1051.547,191.1958,1219.287,1042.145,391.5537,1225.022
5718,901.9404,278.4558,1463.141,842.0365,270.2266,1207.74,1012.44,284.3693,1396.385,1051.058,191.2053,1219.686,1041.516,391.5489,1225.546
5719,901.649,278.2623,1463.349,841.0982,269.9218,1208.107,1011.908,284.2145,1396.664,1050.584,191.1997,1219.978,1040.864,391.4414,1225.958
5720,901.5211,277.9482,1463.367,841.106,269.8819,1208.36,1011.422,284.0608,1396.776,1050.091,191.1429,1220.138,1040.248,391.3086,1226.239
5721,901.1986,277.7651,1463.325,840.5921,269.7434,1208.468,1010.955,283.9095,1396.782,1049.594,191.0782,1220.144,1039.656,391.2255,1226.374
5722,900.8719,277.5901,1463.179,839.6793,269.4977,1208.385,1010.501,283.7809,1396.699,1049.096,191.0378,1220.008,1039.048,391.1175,1226.427
5723,900.5909,277.4122,1462.937,839.6595,269.4863,1208.239,1010.096,283.667,1396.501,1048.619,190.9995,1219.771,1038.559,391.0541,1226.343
5724,900.1805,277.3626,1462.634,839.194,269.3772,1207.919,1009.726,283.6108,1396.184,1048.17,190.9886,1219.405,1038.035,391.0188,1226.091
5725,899.8947,277.2105,1462.166,838.2847,269.1633,1207.463,1009.366,283.5221,1395.707,1047.729,190.9608,1218.928,1037.532,390.9886,1225.73
5726,899.657,277.0394,1461.632,837.8331,269.0738,1206.927,1009.058,283.4815,1395.18,1047.325,190.8816,1218.296,1037.099,390.9921,1225.267
5727,899.5775,276.7952,1460.953,837.8416,269.1159,1206.355,1008.812,283.4103,1394.533,1046.975,190.8254,1217.571,1036.7,390.9335,1224.648
5728,899.2513,276.7658,1460.273,837.3881,269.0437,1205.621,1008.561,283.3529,1393.77,1046.619,190.7516,1216.702,1036.283,390.84,1223.889
5729,899.0692,276.597,1459.526,836.4838,268.8899,1204.893,1008.34,283.2624,1392.939,1046.236,190.6311,1215.74,1035.916,390.7739,1222.998
5730,898.8742,276.4587,1458.667,836.0412,268.8922,1204.044,1008.098,283.1469,1391.958,1045.479,190.7059,1214.609,1035.516,390.6466,1222.01
5731,898.7331,276.2871,1457.755,835.9977,268.9889,1203.129,1007.898,282.9648,1390.899,1044.991,190.5724,1213.387,1035.151,390.5232,1220.854
5732,898.7241,276.0555,1456.72,835.1613,268.9347,1202.152,1007.687,282.8278,1389.75,1044.496,190.4294,1212.048,1034.818,390.4106,1219.652
5733,898.4738,275.9838,1455.727,835.1784,269.0981,1201.112,1007.519,282.7057,1388.515,1044.034,190.2994,1210.617,1034.514,390.3196,1218.296
5734,898.4061,275.8773,1454.587,834.7589,269.1816,1199.97,1007.366,282.6057,1387.193,1043.532,190.152,1209.063,1034.23,390.2073,1216.833
5735,898.3232,275.731,1453.358,833.8887,269.1811,1198.695,1007.212,282.5587,1385.775,1043.083,190.041,1207.404,1033.949,390.1358,1215.297
5736,898.2416,275.6631,1452.083,833.4608,269.2685,1197.361,1007.12,282.5166,1384.3,1042.639,189.9391,1205.668,1033.679,390.0853,1213.664
5737,898.1777,275.6192,1450.761,833.0345,269.3939,1195.981,1007.054,282.5249,1382.774,1042.245,189.8992,1203.852,1033.438,390.0439,1211.92
5738,898.152,275.6056,1449.356,833.0746,269.6573,1194.509,1007.048,282.5639,1381.177,1041.877,189.8677,1201.965,1033.23,390.0408,1210.12
