Frame,20230915_CodeDev_KNHS_34A:T1,20230915_CodeDev_KNHS_34A:T10,20230915_CodeDev_KNHS_34A:Sternum,20230915_CodeDev_KNHS_34A:Rnip,20230915_CodeDev_KNHS_34A:Lnip
Frame,T1X,T1Y,T1Z,T10X,T10Y,T10Z,SternumX,SternumY,SternumZ,RnipX,RnipY,RnipZ,LnipX,LnipY,LnipZ
172,867.0742,253.4631,1447.514,846.2375,253.4994,1182.749,988.5549,257.6764,1396.463,1047.528,164.6633,1220.232,1043.176,364.5094,1228.184
173,867.0816,253.4606,1447.523,846.2079,253.5164,1182.719,988.4724,257.6317,1396.4,1047.53,164.6881,1220.24,1043.161,364.5243,1228.183
174,867.0836,253.4632,1447.515,846.1958,253.5048,1182.695,988.5277,257.6878,1396.405,1047.549,164.7392,1220.234,1043.178,364.567,1228.183
175,867.1145,253.468,1447.511,846.1731,253.5096,1182.679,988.5488,257.7166,1396.422,1047.56,164.7926,1220.232,1043.183,364.5998,1228.189
176,867.1741,253.4939,1447.505,846.1667,253.5197,1182.667,988.6758,257.8012,1396.5,1047.573,164.8215,1220.241,1043.181,364.6233,1228.199
177,867.1924,253.4956,1447.528,846.1635,253.4817,1182.691,988.7036,257.8114,1396.518,1047.589,164.8515,1220.245,1043.194,364.6246,1228.195
178,867.2375,253.4745,1447.54,846.1445,253.482,1182.735,988.5923,257.7586,1396.427,1047.608,164.8463,1220.25,1043.202,364.6289,1228.215
179,867.237,253.4623,1447.572,846.1545,253.4784,1182.742,988.7543,257.7888,1396.537,1047.604,164.828,1220.242,1043.214,364.6153,1228.207
180,867.257,253.4459,1447.592,846.1567,253.5099,1182.792,988.6579,257.7444,1396.504,1047.581,164.7744,1220.248,1043.194,364.5725,1228.213
181,867.2709,253.4171,1447.613,846.1755,253.5195,1182.824,988.5008,257.618,1396.406,1047.536,164.7234,1220.235,1043.158,364.5163,1228.187
182,867.2546,253.4028,1447.622,846.129,253.518,1182.848,988.4689,257.5458,1396.386,1047.5,164.6501,1220.218,1043.135,364.4677,1228.187
183,867.2691,253.3591,1447.638,846.1145,253.4897,1182.858,988.5633,257.5657,1396.446,1047.48,164.6191,1220.196,1043.116,364.4416,1228.164
184,867.2793,253.3372,1447.627,846.1061,253.4803,1182.862,988.5659,257.5514,1396.412,1047.481,164.6053,1220.166,1043.114,364.4199,1228.147
185,867.2786,253.2822,1447.622,846.0761,253.4509,1182.843,988.4815,257.4878,1396.324,1047.479,164.6158,1220.122,1043.107,364.4206,1228.134
186,867.2818,253.2673,1447.616,846.0462,253.4361,1182.809,988.4837,257.4809,1396.324,1047.432,164.5853,1220.106,1043.079,364.4197,1228.123
187,867.3055,253.2763,1447.624,846.0358,253.3929,1182.781,988.4786,257.4969,1396.335,1047.429,164.6066,1220.103,1043.054,364.4199,1228.12
188,867.3333,253.2758,1447.629,846.0378,253.357,1182.769,988.678,257.5819,1396.414,1047.464,164.6638,1220.101,1043.075,364.4609,1228.122
189,867.3513,253.2738,1447.624,846.0364,253.3413,1182.749,988.7214,257.6526,1396.404,1047.496,164.6987,1220.089,1043.103,364.4835,1228.117
190,867.3732,253.3108,1447.652,846.0135,253.3166,1182.744,988.6331,257.6369,1396.325,1047.499,164.7347,1220.095,1043.11,364.5335,1228.122
191,867.4197,253.3217,1447.65,846.0393,253.3011,1182.766,988.6611,257.6305,1396.363,1047.499,164.7633,1220.093,1043.095,364.5264,1228.115
192,867.4764,253.345,1447.657,846.0268,253.2964,1182.777,988.592,257.6506,1396.324,1047.484,164.7484,1220.093,1043.083,364.5063,1228.105
193,867.481,253.3343,1447.678,845.9879,253.3005,1182.81,988.6761,257.5893,1396.366,1047.468,164.7175,1220.101,1043.075,364.4861,1228.081
194,867.4907,253.3293,1447.714,845.9822,253.2717,1182.873,988.6021,257.5868,1396.33,1047.44,164.6892,1220.096,1043.091,364.4734,1228.08
195,867.4938,253.2854,1447.749,845.9861,253.2524,1182.922,988.6047,257.5068,1396.326,1047.412,164.635,1220.094,1043.093,364.4384,1228.061
196,867.4855,253.2556,1447.753,845.9712,253.2302,1182.928,988.5725,257.4306,1396.287,1047.358,164.5728,1220.06,1043.088,364.3871,1228.049
197,867.4698,253.2044,1447.758,845.9688,253.2356,1182.935,988.3244,257.4443,1396.14,1047.297,164.502,1220.031,1043.068,364.3455,1228.026
198,867.4912,253.1833,1447.749,845.988,253.2027,1182.928,988.4565,257.3407,1396.2,1047.277,164.4864,1220.027,1043.051,364.3416,1228.012
199,867.4911,253.1672,1447.736,845.9821,253.1958,1182.895,988.4704,257.356,1396.157,1047.247,164.5048,1220.015,1043.05,364.3397,1227.979
200,867.5246,253.1631,1447.698,845.9495,253.1403,1182.822,988.5096,257.4131,1396.123,1047.259,164.5346,1219.971,1043.05,364.3735,1227.954
201,867.5527,253.1454,1447.684,845.9322,253.1315,1182.818,988.5753,257.4544,1396.092,1047.288,164.5812,1219.96,1043.04,364.3926,1227.942
202,867.5851,253.1741,1447.681,845.9335,253.112,1182.777,988.6302,257.5176,1396.104,1047.329,164.6473,1219.964,1043.025,364.4149,1227.935
203,867.6416,253.1868,1447.676,845.8986,253.0586,1182.754,988.8148,257.5959,1396.207,1047.331,164.6829,1219.96,1043.014,364.4211,1227.919
204,867.6437,253.1817,1447.695,845.8864,253.041,1182.75,988.7318,257.5599,1396.156,1047.328,164.6953,1219.965,1043,364.4341,1227.924
205,867.6901,253.2,1447.73,845.8851,253.01,1182.787,988.7546,257.5657,1396.165,1047.312,164.7081,1219.961,1042.979,364.4489,1227.923
206,867.7268,253.2179,1447.744,845.8854,253.0173,1182.798,988.7614,257.5926,1396.163,1047.292,164.6816,1219.95,1042.96,364.4278,1227.902
207,867.7272,253.2482,1447.772,845.8793,252.9956,1182.811,988.8217,257.5612,1396.209,1047.276,164.6562,1219.933,1042.933,364.4098,1227.892
208,867.7195,253.2491,1447.817,845.8697,252.9841,1182.859,988.8091,257.5275,1396.206,1047.264,164.5963,1219.921,1042.904,364.3578,1227.868
209,867.754,253.24,1447.836,845.8897,252.9944,1182.938,988.9462,257.4992,1396.293,1047.237,164.5335,1219.919,1042.834,364.2916,1227.834
210,867.7663,253.2176,1447.874,845.8789,252.9623,1182.984,988.7985,257.4078,1396.191,1047.243,164.4743,1219.887,1042.8,364.2317,1227.784
211,867.7851,253.21,1447.898,845.8793,252.9678,1183.032,988.8707,257.4516,1396.235,1047.248,164.4449,1219.88,1042.763,364.196,1227.737
212,867.8109,253.1865,1447.919,845.8913,252.9347,1183.024,988.7592,257.3913,1396.146,1047.274,164.4363,1219.872,1042.734,364.1917,1227.717
213,867.8503,253.1842,1447.916,845.9151,252.9169,1183.002,988.7569,257.3995,1396.117,1047.294,164.4354,1219.839,1042.935,364.2624,1227.689
214,867.8553,253.2068,1447.905,845.9218,252.8658,1182.992,988.7804,257.4223,1396.12,1047.307,164.4373,1219.82,1042.93,364.275,1227.648
215,867.8798,253.2145,1447.908,845.9314,252.833,1182.959,988.8293,257.4696,1396.135,1047.316,164.4895,1219.831,1042.921,364.3182,1227.644
216,867.929,253.2587,1447.906,845.9538,252.8305,1182.954,988.8679,257.5638,1396.13,1047.37,164.578,1219.844,1042.702,364.2906,1227.615
217,867.9482,253.2584,1447.896,845.8985,252.7946,1182.93,988.9597,257.6126,1396.139,1047.425,164.638,1219.821,1042.93,364.414,1227.6
218,867.9876,253.2753,1447.871,845.8845,252.7913,1182.931,989.1528,257.6866,1396.228,1047.444,164.6621,1219.805,1042.922,364.4338,1227.583
219,867.9988,253.2736,1447.898,845.8657,252.7611,1182.934,989.1943,257.7002,1396.266,1047.454,164.6733,1219.82,1042.921,364.4406,1227.587
220,868.0425,253.2588,1447.916,845.8942,252.739,1182.958,989.2588,257.6381,1396.293,1047.448,164.641,1219.836,1042.901,364.4147,1227.587
221,868.0742,253.246,1447.929,845.898,252.7165,1182.984,989.0488,257.5907,1396.161,1047.438,164.6129,1219.829,1042.903,364.3792,1227.574
222,868.1143,253.2564,1447.96,845.9304,252.7097,1183.056,989.0801,257.5482,1396.178,1047.427,164.5714,1219.818,1042.895,364.3506,1227.562
223,868.1445,253.2387,1447.993,845.9697,252.732,1183.118,989.0247,257.505,1396.134,1047.421,164.5056,1219.812,1042.894,364.3043,1227.542
224,868.1855,253.1973,1447.999,845.9996,252.6941,1183.135,989.002,257.4576,1396.117,1047.423,164.4409,1219.789,1042.859,364.2562,1227.514
225,868.2189,253.192,1447.989,845.9987,252.6668,1183.151,989.0609,257.4939,1396.133,1047.416,164.3868,1219.785,1042.844,364.1933,1227.482
226,868.252,253.1802,1447.989,845.9929,252.6319,1183.155,989.0507,257.4394,1396.076,1047.418,164.3698,1219.761,1042.823,364.1809,1227.448
227,868.2872,253.1816,1447.978,845.9772,252.6058,1183.136,989.2808,257.4848,1396.165,1047.461,164.412,1219.737,1042.824,364.1781,1227.404
228,868.3171,253.1587,1447.963,845.9623,252.5461,1183.103,989.2685,257.5345,1396.136,1047.492,164.4288,1219.725,1042.836,364.1908,1227.375
229,868.3527,253.1746,1447.984,845.9858,252.5298,1183.061,989.1647,257.5292,1396.035,1047.516,164.445,1219.723,1042.858,364.2146,1227.368
230,868.427,253.1821,1447.961,845.9964,252.5077,1183.036,989.2084,257.5781,1396.027,1047.549,164.4856,1219.706,1042.878,364.25,1227.348
231,868.4709,253.1935,1447.971,846.0255,252.4788,1183.027,989.2625,257.6477,1396.012,1047.61,164.5264,1219.68,1042.913,364.3087,1227.306
232,868.5316,253.2104,1447.957,846.0326,252.4485,1183.002,989.2933,257.722,1395.977,1047.637,164.5831,1219.661,1042.926,364.355,1227.281
233,868.5994,253.2389,1447.977,846.0258,252.4339,1183.006,989.386,257.7152,1396.005,1047.657,164.5976,1219.648,1042.93,364.3605,1227.257
234,868.6423,253.2294,1447.97,846.027,252.4081,1183.044,989.4165,257.6907,1395.99,1047.67,164.5758,1219.628,1042.918,364.3283,1227.205
235,868.6501,253.175,1447.979,846.0267,252.3642,1183.066,989.434,257.6476,1395.954,1047.667,164.5226,1219.578,1042.895,364.2743,1227.144
236,868.6776,253.1673,1448.005,846.0455,252.3245,1183.117,989.4575,257.5789,1395.939,1047.66,164.4651,1219.558,1042.873,364.2227,1227.089
237,868.7205,253.1298,1448.041,846.0671,252.3128,1183.146,989.4117,257.5645,1395.888,1047.658,164.4054,1219.536,1042.859,364.171,1227.048
238,868.771,253.0979,1448.04,846.0551,252.2939,1183.162,989.1556,257.5781,1395.686,1047.659,164.3543,1219.488,1042.835,364.1367,1227.003
239,868.8316,253.0961,1448.013,846.0832,252.249,1183.151,989.1829,257.5451,1395.643,1047.656,164.3041,1219.449,1042.553,364.037,1226.954
240,868.8881,253.0824,1447.998,846.1015,252.2086,1183.144,989.398,257.514,1395.719,1047.673,164.3104,1219.397,1042.569,364.0396,1226.905
241,868.9399,253.0605,1447.97,846.1063,252.1892,1183.103,989.2676,257.554,1395.576,1047.689,164.323,1219.345,1042.573,364.0659,1226.852
242,868.9882,253.0432,1447.955,846.0671,252.1197,1183.097,989.5261,257.521,1395.664,1047.72,164.3503,1219.297,1042.564,364.0813,1226.792
243,869.0227,253.0347,1447.945,846.045,252.0903,1183.092,989.5666,257.5541,1395.664,1047.761,164.3904,1219.285,1042.552,364.0996,1226.742
244,869.0728,253.0554,1447.951,846.0325,252.0535,1183.073,989.646,257.6049,1395.636,1047.8,164.4387,1219.253,1042.562,364.1109,1226.707
245,869.1155,253.0456,1447.971,846.0392,251.9955,1183.065,989.6901,257.6384,1395.65,1047.849,164.4618,1219.232,1042.561,364.132,1226.691
246,869.1677,253.0466,1447.99,846.0821,251.9718,1183.042,989.7512,257.6496,1395.669,1047.876,164.4989,1219.227,1042.579,364.1825,1226.664
247,869.2335,253.0338,1448.011,846.1264,251.9376,1183.066,989.9175,257.6865,1395.734,1047.911,164.5291,1219.217,1042.6,364.1938,1226.644
248,869.2829,253.0403,1448.032,846.1398,251.9323,1183.083,989.952,257.6671,1395.722,1047.927,164.5309,1219.195,1042.625,364.1885,1226.611
249,869.3358,253.0044,1448.073,846.1636,251.8921,1183.133,989.7086,257.7139,1395.566,1047.94,164.4896,1219.178,1042.605,364.164,1226.579
250,869.0265,252.9269,1448.179,846.1761,251.8528,1183.184,989.9376,257.6398,1395.673,1047.955,164.4409,1219.176,1042.593,364.1225,1226.554
251,869.36,252.9091,1448.146,846.1651,251.8327,1183.254,989.9383,257.5738,1395.627,1047.965,164.3958,1219.174,1042.591,364.0713,1226.517
252,869.126,252.8661,1448.213,846.1844,251.8198,1183.28,989.9813,257.543,1395.621,1047.998,164.371,1219.138,1042.584,364.0366,1226.489
253,869.1702,252.822,1448.211,846.2004,251.7862,1183.279,990.0157,257.5067,1395.605,1048.011,164.3169,1219.114,1042.575,363.9918,1226.472
254,869.2339,252.8051,1448.211,846.2272,251.7792,1183.315,990.0146,257.4435,1395.587,1048.012,164.2864,1219.093,1042.588,363.9748,1226.45
255,869.5665,252.8292,1448.135,846.2598,251.7705,1183.306,989.8721,257.4716,1395.452,1048.039,164.2915,1219.081,1042.595,363.9875,1226.425
256,869.3268,252.7715,1448.182,846.2571,251.7389,1183.28,989.9167,257.4621,1395.444,1048.065,164.3058,1219.061,1042.605,364.0094,1226.418
257,869.6621,252.7994,1448.104,846.2446,251.7117,1183.256,989.9941,257.5271,1395.422,1048.108,164.351,1219.037,1042.629,364.0515,1226.403
258,869.7148,252.8022,1448.096,846.2293,251.6857,1183.228,990.0958,257.5656,1395.415,1048.177,164.4011,1219.011,1042.651,364.0746,1226.388
259,869.7642,252.7913,1448.065,846.2359,251.6629,1183.214,990.3846,257.5627,1395.542,1048.192,164.4574,1218.99,1042.651,364.0885,1226.382
260,869.798,252.7747,1448.087,846.2262,251.6522,1183.24,990.4662,257.5857,1395.584,1048.218,164.4615,1218.984,1042.646,364.0711,1226.357
261,869.8624,252.7572,1448.09,846.2524,251.5981,1183.276,990.4781,257.5754,1395.567,1048.237,164.4634,1218.969,1042.646,364.0686,1226.361
262,869.9531,252.7457,1448.114,846.3038,251.5946,1183.291,990.4641,257.558,1395.52,1048.249,164.441,1218.958,1042.656,364.0693,1226.357
263,870.0295,252.7512,1448.132,846.3122,251.5771,1183.351,990.3101,257.5288,1395.394,1048.253,164.43,1218.944,1042.68,364.0429,1226.333
264,870.096,252.7224,1448.167,846.3851,251.6036,1183.396,990.4561,257.4453,1395.47,1048.265,164.3799,1218.948,1042.693,364.0045,1226.325
265,870.1805,252.7238,1448.184,846.4325,251.6043,1183.456,990.4613,257.4134,1395.485,1048.259,164.3184,1218.953,1042.7,363.9787,1226.322
266,870.2438,252.6957,1448.223,846.4485,251.5918,1183.51,990.5052,257.3863,1395.466,1048.276,164.3113,1218.926,1042.699,363.9454,1226.292
267,870.3114,252.6591,1448.225,846.4457,251.5826,1183.557,990.5471,257.359,1395.439,1048.313,164.2777,1218.911,1042.697,363.8983,1226.274
268,870.3673,252.6262,1448.25,846.4393,251.5661,1183.563,990.6192,257.3148,1395.45,1048.333,164.2652,1218.896,1042.686,363.8568,1226.258
269,870.437,252.6199,1448.25,846.4811,251.5566,1183.563,990.6313,257.3084,1395.422,1048.365,164.2582,1218.876,1042.686,363.8429,1226.255
270,870.4858,252.5971,1448.244,846.4607,251.5575,1183.535,990.6643,257.3052,1395.395,1048.375,164.2816,1218.843,1042.708,363.857,1226.241
271,870.5396,252.5671,1448.254,846.5092,251.542,1183.529,990.7274,257.3165,1395.388,1048.405,164.2986,1218.828,1042.736,363.894,1226.234
272,870.6313,252.5673,1448.229,846.5408,251.5129,1183.488,990.6907,257.2918,1395.318,1048.438,164.3281,1218.8,1042.775,363.9342,1226.23
273,870.6883,252.561,1448.215,846.5558,251.5109,1183.473,990.7307,257.3322,1395.303,1048.464,164.372,1218.767,1042.817,363.9567,1226.221
274,870.6948,252.5445,1448.203,846.5462,251.4735,1183.453,990.7054,257.4007,1395.24,1048.482,164.3864,1218.717,1042.824,363.9619,1226.198
275,870.7428,252.4934,1448.21,846.548,251.4846,1183.45,990.8989,257.3374,1395.299,1048.503,164.3828,1218.684,1042.85,363.963,1226.177
276,870.7924,252.4618,1448.204,846.5563,251.4475,1183.487,990.9149,257.3358,1395.283,1048.51,164.3606,1218.642,1042.837,363.9425,1226.153
277,870.8464,252.4284,1448.223,846.5713,251.4493,1183.501,990.8735,257.2321,1395.207,1048.5,164.3359,1218.601,1042.823,363.9034,1226.128
278,870.8792,252.4127,1448.246,846.5746,251.4468,1183.561,990.9629,257.2422,1395.25,1048.502,164.3086,1218.563,1042.835,363.8748,1226.106
279,870.9496,252.3788,1448.271,846.6284,251.4511,1183.611,990.9714,257.1872,1395.214,1048.514,164.2589,1218.555,1043.086,363.9089,1226.081
280,871.0239,252.356,1448.29,846.6799,251.4775,1183.637,991.0555,257.1195,1395.193,1048.527,164.2307,1218.529,1043.099,363.8805,1226.056
281,871.0853,252.3326,1448.322,846.7293,251.4567,1183.681,990.8615,257.123,1395.063,1048.533,164.2062,1218.503,1043.118,363.8732,1226.036
282,871.1671,252.2873,1448.34,846.7803,251.4481,1183.701,990.8906,257.0784,1395.063,1048.553,164.1775,1218.49,1043.12,363.8466,1226.019
283,871.1943,252.2573,1448.347,846.779,251.4397,1183.69,990.9359,257.0455,1395.033,1048.567,164.1777,1218.463,1043.12,363.8313,1225.985
284,870.9257,252.1953,1448.422,846.7792,251.4212,1183.688,991.0071,257.0898,1395.035,1048.602,164.2154,1218.441,1043.138,363.8462,1225.966
285,871.2302,252.214,1448.366,846.7856,251.4028,1183.669,991.0807,257.106,1395.029,1048.638,164.2659,1218.427,1043.165,363.878,1225.944
286,871.2803,252.2027,1448.368,846.7845,251.3695,1183.622,991.1209,257.1492,1394.995,1048.656,164.2993,1218.396,1042.914,363.7901,1225.913
287,871.3246,252.1775,1448.337,846.8011,251.3544,1183.598,991.1764,257.1642,1395.005,1048.667,164.3105,1218.36,1042.929,363.8286,1225.923
288,871.3593,252.1666,1448.328,846.8185,251.3676,1183.556,991.1926,257.1384,1394.982,1048.669,164.3242,1218.315,1042.947,363.8429,1225.909
289,871.426,252.172,1448.314,846.8271,251.3598,1183.55,991.2249,257.1335,1394.966,1048.682,164.3044,1218.297,1042.962,363.859,1225.901
290,871.4766,252.1469,1448.324,846.8411,251.3533,1183.567,991.2592,257.1241,1394.944,1048.709,164.3201,1218.267,1042.991,363.8557,1225.881
291,871.5164,252.1293,1448.321,846.8251,251.3217,1183.573,991.3055,257.075,1394.919,1048.715,164.3071,1218.218,1042.977,363.8206,1225.857
292,871.5529,252.0723,1448.343,846.8257,251.3235,1183.636,991.321,257.0196,1394.901,1048.723,164.275,1218.172,1042.958,363.7721,1225.85
293,871.5956,252.0424,1448.347,846.8204,251.3189,1183.683,991.345,256.9514,1394.882,1048.701,164.2201,1218.139,1043.205,363.8207,1225.825
294,871.6191,252.0037,1448.365,846.8365,251.3604,1183.739,991.3324,256.913,1394.837,1048.71,164.172,1218.105,1042.956,363.7082,1225.804
295,871.6895,251.9839,1448.397,846.8712,251.333,1183.789,991.3271,256.8727,1394.792,1048.717,164.1748,1218.088,1042.958,363.6971,1225.78
296,871.7499,251.9587,1448.405,846.9186,251.348,1183.805,991.3231,256.8353,1394.763,1048.729,164.1755,1218.072,1043.206,363.7713,1225.783
297,871.7881,251.9325,1448.405,846.9454,251.338,1183.816,991.3293,256.7952,1394.73,1048.717,164.1539,1218.032,1042.988,363.708,1225.772
298,871.8428,251.8966,1448.386,846.9764,251.342,1183.787,991.3596,256.7619,1394.708,1048.72,164.1488,1218.016,1043.201,363.7634,1225.745
299,871.886,251.8554,1448.386,846.9761,251.3134,1183.768,991.3868,256.784,1394.702,1048.752,164.1865,1218.016,1043.199,363.7729,1225.759
300,871.8955,251.8568,1448.393,846.9587,251.2986,1183.732,991.4324,256.8115,1394.712,1048.774,164.2133,1218.01,1042.966,363.706,1225.752
301,871.9285,251.815,1448.383,846.9208,251.2374,1183.699,991.4883,256.839,1394.698,1048.8,164.2481,1217.977,1042.951,363.6988,1225.752
302,871.9559,251.7598,1448.367,846.924,251.2061,1183.682,991.5172,256.8506,1394.692,1048.821,164.2652,1217.958,1042.932,363.6993,1225.742
303,872.0159,251.7306,1448.365,846.9465,251.1596,1183.673,991.5507,256.849,1394.715,1048.829,164.2701,1217.957,1042.924,363.7054,1225.759
304,872.0664,251.7146,1448.377,846.9661,251.1549,1183.662,991.5892,256.82,1394.716,1048.844,164.2821,1217.955,1042.937,363.7002,1225.752
305,872.107,251.709,1448.406,846.9857,251.1444,1183.7,991.597,256.8186,1394.697,1048.861,164.2679,1217.939,1042.933,363.7036,1225.737
306,872.1505,251.6935,1448.427,847.014,251.1505,1183.755,991.623,256.792,1394.673,1048.885,164.2819,1217.91,1042.925,363.6996,1225.719
307,872.1985,251.6583,1448.448,847.0137,251.1471,1183.811,991.6428,256.7636,1394.653,1048.88,164.2666,1217.898,1042.928,363.6819,1225.686
308,872.1913,251.6261,1448.467,847.0207,251.1201,1183.864,991.6373,256.7183,1394.622,1048.856,164.2487,1217.867,1042.905,363.6554,1225.684
309,872.2263,251.5964,1448.464,847.0188,251.1365,1183.909,991.6451,256.6584,1394.597,1048.835,164.1913,1217.838,1043.122,363.6787,1225.674
310,872.2533,251.5151,1448.453,847.0255,251.0818,1183.91,991.5884,256.5639,1394.542,1048.814,164.1201,1217.791,1042.849,363.5598,1225.649
311,872.2457,251.4866,1448.459,847.0322,251.0677,1183.924,991.5446,256.5203,1394.522,1048.781,164.1005,1217.772,1042.821,363.5336,1225.66
312,872.2424,251.4521,1448.445,847.0403,251.0572,1183.913,991.517,256.5136,1394.511,1048.757,164.0928,1217.759,1042.796,363.5302,1225.655
313,872.2763,251.4334,1448.433,847.0375,251.0268,1183.891,991.5455,256.5091,1394.492,1048.762,164.107,1217.742,1042.8,363.5553,1225.658
314,872.295,251.4116,1448.421,847.0645,250.9846,1183.841,991.569,256.5209,1394.498,1048.782,164.1258,1217.736,1042.79,363.5689,1225.65
315,872.3113,251.3789,1448.407,847.0468,250.94,1183.799,991.5881,256.555,1394.502,1048.792,164.1638,1217.72,1042.754,363.578,1225.667
316,872.3229,251.3378,1448.406,847.0264,250.8843,1183.781,991.6035,256.5899,1394.508,1048.806,164.2146,1217.713,1042.727,363.5927,1225.664
317,872.3293,251.328,1448.421,847.0137,250.8522,1183.79,991.6674,256.627,1394.511,1048.849,164.2585,1217.698,1042.987,363.7082,1225.658
318,872.3508,251.2896,1448.442,847.0004,250.8238,1183.799,991.7001,256.6405,1394.509,1048.871,164.31,1217.711,1042.713,363.622,1225.663
319,872.3705,251.2813,1448.463,846.9957,250.8035,1183.838,991.7063,256.6274,1394.531,1048.883,164.2922,1217.72,1042.968,363.6938,1225.674
320,872.398,251.247,1448.497,847.0093,250.8034,1183.877,991.6898,256.5587,1394.521,1048.871,164.258,1217.721,1042.937,363.6584,1225.684
321,872.4406,251.1985,1448.514,847.0358,250.8308,1183.939,991.6333,256.5001,1394.5,1048.833,164.2056,1217.703,1042.925,363.6284,1225.67
322,872.4508,251.1894,1448.528,847.0527,250.809,1183.988,991.6176,256.4428,1394.468,1048.82,164.165,1217.706,1042.904,363.594,1225.675
323,872.4449,251.1654,1448.526,847.0449,250.8373,1184.016,991.5792,256.3898,1394.464,1048.804,164.1516,1217.688,1042.885,363.5593,1225.658
324,872.4523,251.126,1448.529,847.0323,250.7984,1184.034,991.5519,256.3641,1394.428,1048.779,164.0993,1217.655,1042.862,363.5405,1225.646
325,872.441,251.0824,1448.517,847.0397,250.7749,1184.053,991.5225,256.3107,1394.391,1048.746,164.034,1217.631,1042.556,363.4253,1225.609
326,872.4229,251.0353,1448.492,847.0064,250.7719,1184.006,991.4924,256.2504,1394.372,1048.715,164.0296,1217.594,1042.519,363.3995,1225.594
327,872.4108,251.0214,1448.459,846.9653,250.7309,1183.955,991.4889,256.2722,1394.348,1048.7,164.0504,1217.567,1042.483,363.4217,1225.599
328,872.4301,250.9777,1448.437,846.9665,250.7059,1183.894,991.5215,256.2819,1394.326,1048.709,164.0918,1217.539,1042.491,363.4338,1225.591
